x,y
-562.4736,-177953457.4
855.7142,626593977.9
361.6386,47295991.89
426.3112,77478325.79
128.6865,2131076.144
-159.4726,-4055629.046
-909.0796,-751286762.2
-587.1376,-202404274.4
-123.6212,-1889204.037
691.7923,331075597.4
-912.023,-758607919.8
-66.8074,-298176.7047
350.6849,43127193.61
-881.3174,-684537167.8
517.1138,138279685.6
796.9701,506204596.9
-578.0242,-193124807.5
-695.2926,-336126552.9
159.9082,4088953.804
-417.9352,-73000670.92
782.0497,478302952
-726.7754,-383884570.2
991.7826,975549822.1
-37.4997,-52733.10939
-421.7268,-75005584.83
540.137,157583878
693.8256,334003455.4
-601.7867,-217935387.8
395.0627,61659227.96
747.2163,417194919.9
226.0038,11543758.28
248.6324,15369975.19
681.6438,316717796
-920.8393,-780821095.4
920.5465,780076497.3
-799.1454,-510360920.2
-100.9883,-1029942.986
-868.0698,-654129811.7
-533.5698,-151905578.1
-921.2654,-781905525.1
-410.3323,-69088714.75
-115.2544,-1530990.665
-692.2018,-331663876.8
-766.8682,-450985093.5
-813.9176,-539189366.8
-844.058,-601335539
-482.0602,-112022131
-610.5165,-227558057.3
-474.4731,-106815625
-973.4179,-922354741
-6.2409,-243.0757707
570.3739,185557679.4
277.1745,21294125.94
-296.4593,-26055249.51
-548.6372,-165141320.9
-304.7334,-28298288.62
753.816,428347319.7
720.1396,373465148
-336.0817,-37960733.54
792.8931,498475612.3
-932.071,-809742599
-596.4812,-212221939.9
730.6755,390097921.5
755.5234,431264548.9
131.5311,2275544.624
-185.5524,-6388512.194
-274.0083,-20572693.45
430.4852,79776444.24
-195.456,-7467014.937
920.4362,779796124.3
912.6601,760198823.1
-852.0987,-618685173.1
942.8877,838262254.7
369.6952,50527921.73
-257.6487,-17103455.68
-982.1767,-947477448.1
877.5119,675707974
332.3548,36711815.85
-220.8554,-10772687.63
-957.7542,-878541326.5
355.167,44802043.23
819.2866,549930181.1
-461.2611,-98138743
879.8988,681236919.2
551.8836,168090227.8
-395.7625,-61987471.6
-485.7828,-114637419.5
-618.8717,-237029210.9
-18.4789,-6309.985275
-648.6809,-272956431.5
885.7711,694967538.5
468.9679,103140528.2
-302.4573,-27668920.33
138.6573,2665804.014
74.7194,417157.5686
-295.3342,-25759725.15
-501.0003,-125751726.9
202.2608,8274374.285
620.1827,238538751.7
6.1794,235.9602924
-616.6122,-234442497.7
924.4024,789920151.3
-995.1271,-985452419.8
-271.0963,-19923735.65
805.2052,522059150.9
-535.6874,-153721386.9
394.8931,61579851.32
-178.4415,-5681821.633
910.836,755649783.4
-730.1478,-389253335.7
964.8639,898251959.5
-631.7122,-252091262.3
196.1584,7547806.04
-440.9402,-85731235.84
-383.8755,-56568047.04
-19.8449,-7815.31963
-72.4727,-380647.8002
190.1111,6871039.167
-999.1939,-997583648.9
12.819,2106.504749
-215.1125,-9953984.102
805.5114,522654956.7
731.295,391090991.4
67.3408,305375.9383
245.88,14865160.87
-798.1238,-508406137.7
-964.906,-898369545.1
-420.0531,-74116104.07
70.0919,344352.7044
-834.5137,-581166285.7
-763.0954,-444361584.6
-367.2224,-49520781.97
154.5903,3694423.856
-295.2252,-25731213.98
-701.8404,-345712507.1
108.8326,1289071.521
838.4152,589355620.6
-648.5698,-272816207.2
-351.4739,-43418942.45
280.7392,22126319.23
741.2302,407248334.2
34.9644,42744.30303
79.2553,497834.4457
260.1548,17607412.13
-230.2166,-12201406.8
657.1911,283840929.4
-687.1575,-324465759.5
-578.5642,-193666574.7
710.0465,357981326.6
950.0793,857589722.7
-595.6614,-211348112.5
86.668,650993.0079
348.8907,42468622.96
-877.8986,-676601676.2
-404.2795,-66076215.32
838.3762,589273380.4
-8.1879,-548.9307879
-78.5162,-484036.1722
329.9373,35916519.8
-835.9022,-584072023.9
842.4475,597899978.1
-247.9825,-15249763.27
-828.8323,-569377108
-907.6195,-747672580.7
108.75,1286138.672
463.2276,99399290.12
-519.3591,-140088742.4
-618.8467,-237000486.9
936.3157,820855886.4
58.9494,204851.0373
858.7697,633330113.7
118.3638,1658275.554
970.5328,914177760.8
-660.1534,-287696509.7
138.5012,2656810.682
-588.7046,-204029181.8
141.6927,2844739.008
339.0554,38977321.99
524.2408,144076268.9
-231.0277,-12330825.83
135.8152,2505215.745
-65.4898,-280880.1138
-999.9948,-999984400.1
-884.4878,-691951317.9
932.6168,811165933.8
-586.3697,-201611156.8
-175.2488,-5382266.014
-691.9709,-331332084.9
251.5901,15925044.08
-114.036,-1482948.011
-921.2541,-781876753.5
87.4113,667886.6114
-166.9715,-4655078.897
108.0293,1260737.544
189.2121,6774023.789
-444.3914,-87760065.21
-397.3882,-62754503.98
-11.2105,-1408.883066
150.215,3389533.311
136.8226,2561377.067
-878.9919,-679132664
-123.1778,-1868948.479
-829.3827,-570512174.7
-428.3162,-78576648.75
64.3571,266556.5743
-888.8679,-702282211.3
215.0223,9941467.773
119.5252,1707569.69
-437.2472,-83595155.74
-148.0117,-3242560.891
-32.0016,-32772.91545
772.5284,461045048.6
463.0139,99261786.46
-865.5895,-648538762.9
412.5069,70192975.42
995.4655,986458091.8
-232.1418,-12510078.73
592.4568,207955334.6
-293.6272,-25315636.51
-608.8772,-225729924
842.0458,597045105
490.9725,118350882.9
117.9515,1641006.891
-466.3708,-101436452.6
-206.5259,-8808938.343
109.3192,1306439.596
-34.851,-42329.7528
-613.8169,-231268521.8
626.1127,245446893.1
80.8296,528094.0676
-95.3527,-866959.8496
-936.2187,-820600796.9
242.4862,14258081.18
-689.1804,-327339755.3
-331.8603,-36548192.56
-201.952,-8236533.62
49.2301,119314.2055
-116.7844,-1592775.26
94.866,853752.0651
-867.702,-653298702.2
571.716,186870625.6
485.175,114207662.7
566.0977,181415408.6
-611.5332,-228696816.5
-821.039,-553466527.5
431.8643,80545617.23
43.0045,79531.96411
946.0009,846592952.3
-348.6879,-42394608.68
1.6393,4.40529825
121.7285,1803751.941
34.395,40689.83618
-791.8801,-496567495.3
-36.4155,-48290.18088
623.5332,242425749.7
-668.9308,-299325404.9
-910.68,-755261586.7
-997.4553,-992385310
-824.4808,-560456150.5
-603.4757,-219775542.9
861.3005,638945915.2
620.29,238662584.5
814.6095,540565608.2
-643.518,-266490724.5
543.4209,160475601.5
82.5752,563052.515
-350.0926,-42909039.5
-37.0357,-50799.76141
-156.0395,-3799300.546
-903.771,-738201978.8
352.9147,43955097.26
-754.5307,-429566835.5
-93.3066,-812338.606
-406.9768,-67407614.49
1.657,4.549540393
-279.074,-21734924.29
196.0895,7539855.407
-495.9958,-122020836.2
955.8562,873328603.3
-44.6106,-88779.80632
-368.1003,-49876792.19
-924.573,-790357575.3
851.8894,618229384.3
7.3529,397.5355562
-297.4502,-26317388.75
619.9781,238302745.8
978.7338,937548536.1
-706.2567,-352279801.1
-602.8704,-219114886.2
-419.4531,-73798957.22
-873.0516,-665456601.5
-998.221,-994672488.9
-780.7496,-475921485.2
-56.8906,-184128.7235
-641.8094,-264373682.6
284.5266,23033960.76
-286.1808,-23438050.2
440.6473,85560505.19
-90.1841,-733482.7873
271.6714,20050802.65
-625.6578,-244912296
-695.8651,-336957530.8
968.9121,909605627.4
641.5923,264105490.3
-498.4381,-123832230.5
-577.1851,-192284967.8
-801.5791,-515037860.5
-69.9464,-342212.6832
-102.2529,-1069121.102
-911.4928,-757285650
47.926,110081.3001
-274.2966,-20637698.96
54.4892,161782.408
-305.5792,-28534572.39
-377.8715,-53955088.94
873.1011,665569797.5
435.063,82348643.7
-777.4062,-469833521.8
-861.6638,-639754786.1
144.2345,3000595.545
849.9498,614016197.9
391.2615,59896486.37
-890.7088,-706654663.2
-803.1548,-518081134
172.0447,5092416.246
390.2183,59418666.06
664.3377,293201842.9
538.373,156044984.4
376.4933,53366872.96
-660.4032,-288023223.7
863.5529,643971787
-376.4402,-53344295.81
-439.6445,-84977692.38
-782.6389,-479384833.9
260.9646,17772347.53
-113.7453,-1471635.926
987.549,963110152
-168.9029,-4818493.96
609.3465,226252279.2
-206.2074,-8768246.271
-655.8033,-282046550.9
689.7132,328099533.8
-617.8616,-235870492.7
-401.3523,-64651300.93
-554.0291,-170058259.2
149.3449,3330973.589
-720.1647,-373504200
523.5937,143543402.8
936.5034,821349647.9
530.4203,149231467.8
175.6429,5418658.696
-594.9189,-210558752.5
114.7683,1511700.811
888.8732,702294773.8
191.4357,7015664.173
922.9615,786232073.3
-913.4677,-762218676.9
-777.9206,-470766788.1
493.874,120461561.9
359.5959,46499062.21
541.5911,158859999.5
-812.4109,-536200512.7
-639.674,-261743615.2
-534.9693,-153104015.2
978.6941,937434452.5
950.2708,858108400
-50.209,-126574.0613
-127.7521,-2084990.802
-283.2383,-22722490.85
143.5486,2957991.242
689.7835,328199870.1
323.1841,33755920.76
-346.138,-41471318.19
383.7385,56507503.53
-483.9845,-113369011.4
-537.2216,-155045939.8
758.5245,436424214.2
163.0286,4333027.02
-685.0779,-321528795.4
25.025,15671.92189
-734.2411,-395836714.2
-652.4878,-277790370.7
99.646,989417.5504
-998.1939,-994591480.1
147.1266,3184737.168
284.8198,23105242.52
146.5539,3147691.348
-165.9545,-4570535.637
620.539,238950115.3
563.8546,179267426.3
926.7242,795887185.7
981.9542,946833676.1
-267.2316,-19083737.57
-330.3809,-36061583.72
274.2429,20625580.39
-617.0676,-234962325.2
341.3684,39780473.65
-78.1391,-477095.3835
667.624,297574574.6
-295.0923,-25696479.76
906.8912,745874162.6
388.8708,58805236.46
-660,-287496000
-440.3597,-85393084.59
253.1598,16224982.3
-40.6905,-67371.94405
147.9417,3237962.499
-550.0698,-166438351.5
695.874,336970459.9
307.2831,29014562.51
846.2699,606075436.1
-350.2352,-42961494.1
-352.7864,-43907175.86
-364.6152,-48473492.14
938.3061,826101896.4
592.2238,207710078.5
439.2255,84734961.74
255.2016,16620733.22
521.5279,141851077.8
947.1942,849800711.1
-732.2096,-392560190.6
705.0249,350439754.1
-172.0329,-5091368.499
-194.4147,-7348307.109
562.8193,178281773.2
180.8366,5913696.051
-221.2936,-10836937.33
-887.3857,-698774869.3
-398.8964,-63471732.18
-741.8901,-408336993.9
76.8415,453719.5598
142.4381,2889871.392
-661.0043,-288810417.3
727.0149,384264208.7
80.049,512941.3764
787.531,488430723.7
238.0757,13494139.94
51.9478,140184.9785
902.2588,734502671.4
-931.2602,-807631273.8
83.9281,591183.3232
370.0673,50680645.14
-718.7604,-371323491.2
982.89,949543247.3
543.3557,160417846.5
679.9177,314317847.3
583.5354,198701718.2
887.9453,700097679.9
-81.2964,-537296.4155
942.41,836988820.8
882.9717,688399193.5
338.2197,38689819.17
725.1593,381329376.4
-328.7883,-35542589.37
801.3951,514683265.8
792.4131,497570861.8
-743.3642,-410775871.4
70.1625,345394.2996
-751.0772,-423695387.1
863.2721,643343793.6
263.3748,18269331.51
985.9386,958406188.6
940.6664,832351745.7
873.3214,666073732.4
135.0805,2464778.963
857.0756,629589380.7
-433.9325,-81708367.84
684.1578,320235038.1
785.1989,484104419.6
-297.7129,-26387178.78
548.7115,165208423.5
589.1824,204526363
-675.055,-307622059.3
-995.4585,-986437282
749.9673,421819821.2
-249.8465,-15596236.42
-186.7768,-6515815.695
-996.27,-988851686.8
-762.3759,-443105843.3
-922.8884,-786045275.7
9.4208,836.1098734
499.4139,124560940.1
967.7305,906281859
100.0932,1002798.607
-782.4602,-479056535
-871.0717,-660939508.1
-33.6642,-38150.90942
-426.2385,-77438694.79
-511.4318,-133771373.1
-468.7225,-102978699.8
231.7959,12454240.55
-971.7513,-917625325
-499.1228,-124343253.5
-397.4326,-62775540.93
19.4178,7321.50007
-376.8832,-53532846.43
-164.8817,-4482469.773
-932.1731,-810008728.2
665.2447,294404381.8
289.0758,24156566.66
719.5872,372606381.4
442.7918,86815787.47
619.217,237426184.3
955.0379,871087576.4
319.4319,32593789.32
-486.8731,-115411036.3
-692.8285,-332565530
-462.995,-99249631.5
-612.5982,-229893741.9
61.6882,234750.3749
-380.4181,-55053320.27
-91.1851,-758178.7992
349.8316,42813142.77
587.618,202901506.7
859.7536,635509444.3
371.2844,51182336.35
-461.3841,-98217273.04
-75.9036,-437307.6987
-330.7654,-36187636.61
564.3361,179727071.4
-265.481,-18711143.72
-941.1295,-833581677.7
998.196,994597757.4
470.213,103964219.1
-33.3352,-37043.25961
341.3962,39790193.24
29.5925,25914.62739
-566.6284,-181926101.9
-957.839,-878774706.5
667.7763,297778271.3
-285.7091,-23322345.21
-211.9446,-9520660.259
-534.2554,-152491895
225.0293,11395075.52
630.1398,250213496.8
472.9614,105797911.3
949.7658,856741059.8
198.7984,7856672.571
-246.824,-15037033.2
-416.7163,-72363816.74
450.556,91463187.51
638.96,260868123.5
151.8103,3498675.916
361.5626,47266179.75
419.5774,73864585.03
730.1543,389263731.6
343.8245,40645311.88
-140.8199,-2792493.01
-239.302,-13703736.05
-610.446,-227479233.9
696.4903,337866565.6
857.0301,629489116.1
-543.1875,-160268916.8
77.5957,467210.8996
100.6179,1018651.776
-111.1739,-1374068.941
728.7658,387047218.5
452.2048,92470989.26
-959.5834,-883584684.1
-362.368,-47582747.7
434.925,82270306.72
-423.4407,-75923775.58
777.2074,469473173.5
255.1243,16605634.64
-269.6809,-19613295.28
-177.9827,-5638107.76
127.0794,2052227.33
-496.2431,-122203443.4
-961.8054,-889736963.1
155.2845,3744417.998
314.8742,31218442.44
314.9086,31228675.4
-630.6637,-250838100.4
941.9929,835877987.3
-322.6909,-33601615.27
94.8902,854405.5996
416.0757,72030604.17
433.1222,81251489.87
732.5996,393187797.9
-406.7911,-67315384.05
-324.4565,-34156191.28
-988.4187,-965656926.2
-10.7224,-1232.752846
-914.5558,-764945730.5
-363.466,-48016596.65
-476.4252,-108139454.6
519.0028,139800621.6
-927.6764,-798343006.1
-363.124,-47881181.81
490.7011,118154725.2
-668.3633,-298564236.1
-640.7149,-263023450.8
150.0862,3380821.844
-376.5353,-53384735.1
72.7643,385261.0174
-586.3642,-201605483.7
-42.9814,-79403.87042
-798.0435,-508252699.5
376.5224,53379248.44
316.1676,31604730.23
439.9809,85172907.2
-484.0502,-113415186.6
864.6669,646467211.7
433.1598,81272652.4
813.196,537756540.5
-535.4905,-153551941.4
673.2932,305219786.9
913.422,762104283.2
335.584,37792336.16
828.318,568317850.4
-907.8357,-748207007.2
-284.8928,-23123012.86
-130.7136,-2233378.481
453.6997,93391096.89
-566.9771,-182262177.6
-850.0269,-614183307.6
717.1798,368879182.2
687.7781,325345668.5
-80.7599,-526729.1063
692.1749,331625211.5
172.8385,5163229.932
280.2567,22012431.21
-372.0952,-51518380.59
-535.9218,-153923266.2
-959.5309,-883439666
-974.197,-924571204.9
740.5501,406128376.2
207.2597,8903168.556
464.068,99941270.82
-934.234,-815393051.4
587.9229,203217511.9
-284.1206,-22935497.73
650.2912,274994261.4
262.0434,17993666.93
851.6651,617741178.9
-786.7189,-486921275.7
-575.574,-190679279.8
622.7187,241476972.8
-184.3205,-6262113.278
958.8047,881435347.6
-26.6284,-18881.4445
-476.4285,-108141701.7
-520.3016,-140852799.8
794.7487,501983542
-767.3938,-451913024.5
-433.2769,-81338583.73
-616.538,-234357873
-694.0974,-334396137.8
949.0592,854830305.7
630.9641,251196711.5
492.1303,119190135.9
-744.7872,-413139398.2
-942.2555,-836577237
105.1783,1163532.292
-570.6812,-185857759.5
-40.5074,-66466.5452
-265.79,-18776554.9
-963.0033,-893065528
-741.5946,-407849257.8
257.2524,17024654.44
147.2648,3193720.131
682.5603,317997037.4
543.1335,160221123.1
-190.0571,-6865185.789
-478.8409,-109792763.2
-512.0243,-134236839.2
-627.6891,-247305492.1
940.1651,831021724
741.9574,408448130
-470.7839,-104343357.5
-326.0343,-34656912.95
50.1531,126151.7695
-739.7928,-404883707.1
735.5289,397923167
662.1394,290300840.2
-806.0732,-523749289
-941.8187,-835414343.6
-848.843,-611620614.5
-383.4333,-56372783.84
519.472,140180121.2
-109.0809,-1297914.659
418.5186,73306805
630.7416,250931063
548.779,165269400.6
557.5307,173303111.2
-158.2838,-3965604.55
-989.4749,-968755867.2
391.2446,59888725.27
-687.6608,-325179234.6
787.6015,488561908.8
-532.6272,-151101934
-159.0355,-4022372.028
-332.057,-36613219.54
890.4202,705967992.8
-452.2668,-92509029.46
-101.6502,-1050327.442
-192.1746,-7097214.928
-385.3051,-57202402.89
951.228,860704109.6
420.646,74430389.29
477.3593,108776771.3
365.5083,48830562.85
322.174,33440400.3
132.3705,2319389.186
-532.6015,-151080062.5
616.4181,234221170.8
-195.5746,-7480615.831
359.5428,46478466.3
-896.0918,-719544254.2
-254.1273,-16411715.01
583.556,198722762.7
952.2395,863452751.3
-330.3238,-36042889.29
-787.0227,-487485583.2
903.2881,737019309.9
-531.0393,-149754536.7
-38.5329,-57213.04813
599.0183,214941497.8
134.6528,2441440.62
-206.9889,-8868316.205
340.1011,39339071.91
82.3612,558686.268
65.5207,281277.8837
148.459,3272047.447
-264.0466,-18409489.22
-993.8376,-981626491.5
-474.1979,-106629869.8
-54.2153,-159354.9637
914.3713,764482869.7
704.9326,350302136.2
523.3773,143365497.9
-643.9411,-267016706.9
945.7228,845846541.9
960.7993,886947745.1
-886.0973,-695735621.5
-517.3866,-138498646.7
523.8717,143772165.6
413.0499,70470534.26
153.7656,3635612.28
661.35,289263791
-111.9841,-1404329.736
887.4644,698960803.6
377.5602,53821850.11
-825.1922,-561908164.8
328.4639,35437488.51
161.4232,4206276.882
-381.2043,-55395357.89
-903.0669,-736477991.7
-16.8296,-4766.739096
-158.1063,-3952278.377
-309.4948,-29645588.07
329.861,35891607.83
859.2283,634345288
949.7308,856646347.5
-445.7626,-88574943.42
406.4873,67164679.09
-861.6525,-639729616.9
175.2882,5385897.005
-69.6913,-338482.0927
-976.7595,-931886309.8
-877.2045,-674998103.7
685.0309,321462624.1
-78.753,-488428.8631
552.14,168324616.1
348.5524,42345204.29
784.6046,483006027
-717.5828,-369501377
-512.7896,-134839652.8
842.5938,598211527.3
-828.1344,-567940024.3
761.1391,440952792.4
775.0707,465611779.2
310.1238,29826705.8
139.7764,2730873.308
581.804,196938265.4
-217.5428,-10295184.69
826.647,564885311.3
-13.358,-2383.550279
999.2476,997744497.9
-237.4882,-13394487.69
-396.8092,-62480600.96
544.36,161309006.4
-786.3374,-486213257.6
858.975,633784439.5
-570.1,-185290487.1
582.9263,198080147
519.107,139884841.7
753.941,428560444.5
473.5426,106188421
769.7286,456050430.9
702.1493,346169181.9
264.3484,18472686.44
505.9756,129535475.1
-226.7302,-11655424.98
-965.9367,-901251501.3
557.4463,173224418.3
441.4076,86004152.23
272.4036,20213360.81
49.2601,119532.4627
351.8117,43544252.07
710.3015,358367152.1
897.3901,722676316.5
820.1582,551687182.6
702.101,346097749.1
638.7426,260601940.5
-260.5382,-17685373.05
-238.302,-13532656.61
821.0586,553506165.9
-2.2644,-11.61072767
782.434,479008414.2
-476.1093,-107924487.3
931.7873,809003425.5
949.5033,856030887.8
-637.0313,-258512956.6
-856.4475,-628206228.4
814.9246,541193141.2
964.8871,898316756
-83.5413,-583047.1641
-920.1258,-779007475
644.3746,267556335.5
293.0883,25176505.25
128.3599,2114891.59
-821.7752,-554956691.3
320.8457,33028486.25
-376.6925,-53451625.91
487.5424,115887654.4
965.6685,900500990.8
-511.9676,-134192249.2
-815.1601,-541662464.9
276.2333,21077936.66
-596.8313,-212595845.4
-63.1058,-251308.8774
-479.9579,-110562903
-812.749,-536870241
-560.1745,-175780220.8
188.5823,6706605.868
32.0014,32772.30099
582.967,198121639.9
-933.7497,-814125627.4
197.265,7676267.677
-607.9907,-224745398.5
398.6579,63357951.06
427.144,77933275.69
-584.7488,-199943835
-415.2706,-71613278.44
709.6258,357345395.5
-962.4943,-891650174.2
125.2199,1963450.957
-419.7221,-73941032.61
491.1055,118447089.5
453.8743,93498959.17
580.9091,196030902.5
878.335,677611186.1
-945.9239,-846386243.1
687.0805,324356696.9
-98.8605,-966203.0585
-325.974,-34637687.13
-114.5234,-1502044.153
-699.9458,-342920332.2
-296.4592,-26055223.15
-901.3565,-732301265.7
900.2816,729684502.1
32.7668,35180.50676
-317.6982,-32065961.2
623.4097,242281730.1
797.5833,507373938.9
-801.5008,-514886945.1
-73.1611,-391598.1936
544.619,161539362.7
-278.1676,-21523833.83
-543.0643,-160159890.1
-930.5932,-805897158
695.5785,336541362.9
-30.1855,-27503.95331
-568.3283,-183568368.1
178.1597,5654945.428
670.7007,301707619.9
-38.1265,-55421.82428
184.254,6255337.901
941.9931,835878519.7
-554.7026,-170679202.3
-534.8206,-152976380.4
69.5608,336584.1836
-703.1297,-347621259.2
701.2799,344884895.2
127.1398,2055154.952
15.1662,3488.432601
-806.3195,-524229539
312.6629,30565327.62
-486.8383,-115386290.5
-747.3684,-417449738.7
996.8809,990671856
423.1581,75771864.75
-266.0908,-18840376.51
-286.5717,-23534224.94
-147.1125,-3183821.62
68.8291,326074.0761
905.4993,742445119.5
-863.8533,-644644066.9
197.7694,7735302.247
-639.1711,-261126766.3
312.2322,30439188.31
-878.5979,-678219828.5
-789.6882,-492455447.2
42.873,78804.60959
479.2851,110098596.7
357.7618,45791186.93
67.9646,313941.1868
742.5539,409434043.3
430.1647,79598394.09
60.9325,226228.331
304.7616,28306145.51
-974.4559,-925308535.6
647.3918,271332354
690.8527,329728417.1
417.635,72843476.24
865.0328,647288253.1
-893.1567,-712496903.6
551.1645,167434022.8
-880.7303,-683170041.4
-159.3717,-4047935.797
945.903,846330142.1
408.677,68255961.69
853.705,622190642.3
256.1958,16815741.3
-414.3477,-71136877.36
-905.1852,-741672768.4
614.0773,231562980.4
181.0174,5931451.289
-309.0702,-29523741.87
-873.9165,-667436291.3
-539.682,-157185977.4
-179.3448,-5768546.094
-718.1021,-370304159.5
-88.2148,-686474.4242
845.8559,605186384.7
-700.0582,-343085561.1
-222.2617,-10979786.5
974.3748,925077525.8
-194.2627,-7331085.114
-673.8224,-305940049.5
-241.4448,-14075167.42
-108.6753,-1283490.159
223.9757,11235766.57
-619.7377,-238025643.6
410.9675,69410062.5
-54.0786,-158152.5941
927.4695,797808961
655.3478,281459257.4
-151.8606,-3502154.766
-316.3581,-31661892.91
854.5883,624123920.7
728.5836,386756992
831.1067,574077268
-687.1411,-324442528.5
-708.8454,-356167736.4
714.6958,365059529.5
525.7756,145345397.2
541.7659,159013866.6
-832.006,-575942828.1
198.6157,7835031.119
550.0027,166377450.3
-553.8348,-169879401.8
-733.5591,-394734719.4
797.6439,507489597.8
702.5358,346741145.9
-831.7571,-575426091.6
741.2798,407330093.6
152.0398,3514567.34
103.4258,1106335.037
-869.8542,-658171987.4
-905.6192,-742740087
519.8561,140491300.6
-424.8994,-76711125.28
25.5999,16777.01939
-550.9659,-167253094.5
-70.8465,-355594.6346
118.3694,1658510.933
-784.1598,-482185030.2
-270.8478,-19868996.67
-422.0282,-75166514.91
-443.9389,-87492253.94
-395.091,-61672479.64
576.1981,191300218.3
126.1659,2008287.893
537.2757,155092785.5
835.6006,583440038.8
864.5886,646291604.8
598.9319,214848504.3
-97.1515,-916956.0731
-279.1507,-21752849.93
-779.495,-473630870.6
247.8433,15224097.23
464.6906,100344058.5
594.2093,209806207.8
416.2214,72106300.98
971.207,916084240.1
-109.9536,-1329316.39
-306.8338,-28887475.88
-379.1639,-54510597.83
-857.2607,-629997380.3
877.9159,676641676.6
-264.0665,-18413651.85
508.8301,131740219.5
-782.4066,-478958092.9
-532.9701,-151393955.6
526.2765,145761199.4
-138.9767,-2684268.688
34.1184,39716.04275
950.8513,859681960.8
-353.636,-44225159.59
645.7513,269274896.4
-640.0856,-262249199.3
-992.8554,-978718971.2
-760.583,-439986997.5
130.9391,2244957.143
371.6184,51320588.45
304.9634,28362412.08
968.5145,908486297.4
26.947,19567.31638
617.9204,235937840.3
248.3121,15310650.7
-429.5636,-79265174.51
994.1193,982461444.5
-368.1529,-49898176.8
26.32,18232.97997
-214.1848,-9825755.234
82.0023,551414.3969
-729.2562,-387829098.1
746.7818,416467557
-230.7019,-12278731.81
-275.8059,-20980249.9
-131.2971,-2263421.315
626.0545,245378453.3
-427.1162,-77918060.19
328.7377,35526182.05
476.1125,107926663.5
-484.3825,-113648925.3
-415.3865,-71673255.93
-457.6173,-95831283.13
-704.4982,-349654936
987.4221,962738920.8
824.1755,559833781
-164.2863,-4434085.326
557.0746,172878136
779.0483,472817075.7
-725.3366,-381609147.6
761.8865,442253048.2
-70.883,-356144.5232
167.245,4677991.502
670.1498,300964780.8
527.0322,146390013.3
54.0908,158259.6548
809.7216,530893213.6
-959.7465,-884035308.3
52.3655,143593.8249
960.0752,884943929.2
779.0659,472849121.6
-599.6756,-215649837.4
-810.3412,-532112866.9
240.56,13920993.97
-643.7108,-266730320.6
567.5558,182820839.4
197.6014,7715606.169
-531.2005,-149890954.6
-835.014,-582212158.9
-287.626,-23794929.63
415.3166,71637079.13
2.284,11.9148423
443.1217,87009977.2
430.6523,79869379.98
-775.0935,-465652870.6
44.8808,90402.77647
400.1271,64061027.39
116.3124,1573540.956
-194.5775,-7366782.663
-733.3485,-394394839.8
-871.508,-661933154.3
-176.5629,-5504252.65
-325.2506,-34407595.12
-800.8973,-513724749.1
731.7191,391771802.4
684.8225,321169327.4
-580.4095,-195525559.2
770.7946,457947814
-920.8892,-780948039.6
547.3212,163955810.1
685.4902,322109661.2
-161.6079,-4220731.841
263.5351,18302710.06
-871.4169,-661725597.5
165.1588,4505107.477
-97.9089,-938569.666
811.2811,533966579.4
786.3565,486248688.6
-576.8955,-191995678.7
-843.7655,-600710594.8
